timestamp,filename,seconds,dataRate,simTime,packetSize,numberOfUes,00:00 ? 08:00,08:00 ? 12:00,12:00 ? 17:00,17:00 ? 20:00,20:00 ? 00:00
Tue Aug 22 00:25:03 1995,/wow/mexico/city/tiang.html,1503,248.77,3,497,7,,,,,
Tue Aug 22 00:25:04 1995,/wow/mexico/city/logo2.gif,1504,328.04,4,66,1,,,,,
Tue Aug 22 00:25:05 1995,/wow/wow-mbos.gif,1505,330.22,4,89,5,,,,,
Tue Aug 22 00:25:09 1995,/wow/mexico/city/inge2.jpg,1509,352.88,3,366,7,,,,,
Tue Aug 22 00:25:50 1995,/SDSC/Partners/Surfrider/clrblu16.mov,1550,417.36,3,145,4,,,,,
Tue Aug 22 00:25:57 1995,,1557,,,,5,,,,,
Tue Aug 22 00:25:57 1995,,1557,,,,5,,,,,
Tue Aug 22 00:25:57 1995,,1557,,,,6,,,,,
Tue Aug 22 00:25:58 1995,/wow/situr/glorias-map.html,1558,276.47,3,263,2,,,,,
Tue Aug 22 00:26:01 1995,/wow/situr/plaza-1.jpg,1561,528.51,2,218,3,,,,,
Tue Aug 22 00:26:11 1995,,1571,,,,1,,,,,
Tue Aug 22 00:26:11 1995,,1571,,,,6,,,,,
Tue Aug 22 00:26:11 1995,,1571,,,,2,,,,,
Tue Aug 22 00:26:19 1995,/SDSC/Partners/Surfrider/weekly/main.htm,1579,358.26,3,155,6,,,,,
Tue Aug 22 00:26:27 1995,/SDSC/Partners/Surfrider/weekly/suz1.htm,1587,286.69,3,74,1,,,,,
Tue Aug 22 00:26:29 1995,/wow/mexico/cancun/playacar/playacr1.html,1589,288.48,2,304,8,,,,,
Tue Aug 22 00:26:31 1995,/wow/mexico/cancun/playacar/golf1.jpg,1591,77.86,4,340,6,,,,,
Tue Aug 22 00:26:39 1995,/SDSC/Partners/Surfrider/weekly/suz2.htm,1599,587.93,3,272,5,,,,,
Tue Aug 22 00:26:48 1995,/SDSC/Geninfo/Internet/volcanology,1608,222.1,2,386,8,,,,,
Tue Aug 22 00:26:54 1995,/SDSC/Partners/Surfrider/weekly/suz3.htm,1614,6.96,4,308,8,,,,,
Tue Aug 22 00:27:07 1995,/SDSC/Partners/Surfrider/weekly/suz4.htm,1627,526.89,3,458,1,,,,,
Tue Aug 22 00:27:12 1995,/wow/mexico/cancun/playacar/playacr2.html,1632,456.82,3,492,1,,,,,
Tue Aug 22 00:27:14 1995,/wow/mexico/cancun/playacar/beach.jpg,1634,472.77,2,438,4,,,,,
Tue Aug 22 00:27:18 1995,,1638,,,,2,,,,,
Tue Aug 22 00:27:18 1995,,1638,,,,5,,,,,
Tue Aug 22 00:27:18 1995,,1638,,,,2,,,,,
Tue Aug 22 00:27:28 1995,/,1648,233.89,4,430,5,,,,,
Tue Aug 22 00:27:29 1995,,1649,,,,1,,,,,
Tue Aug 22 00:27:29 1995,,1649,,,,8,,,,,
Tue Aug 22 00:27:29 1995,,1649,,,,4,,,,,
Tue Aug 22 00:27:31 1995,,1651,,,,6,,,,,
Tue Aug 22 00:27:31 1995,,1651,,,,3,,,,,
Tue Aug 22 00:27:31 1995,,1651,,,,3,,,,,
Tue Aug 22 00:28:09 1995,/wow/mexico/cancun/playacar/playacr3.html,1689,327.99,3,197,5,,,,,
Tue Aug 22 00:28:14 1995,/wow/mexico/cancun/playacar/club.jpg,1694,85.63,3,466,6,,,,,
Tue Aug 22 00:28:35 1995,/wow/situr/cpla-pl1.html,1715,38.81,1,417,6,,,,,
Tue Aug 22 00:28:36 1995,/SDSC/Geninfo/Fun/Movies/uc.html,1716,347.83,3,341,8,,,,,
Tue Aug 22 00:28:38 1995,/wow/situr/orngtile.gif,1718,353,3,329,7,,,,,
Tue Aug 22 00:28:38 1995,/wow/situr/plza-pla.jpg,1718,547.46,4,376,3,,,,,
Tue Aug 22 00:28:40 1995,/wow/situr/cplza-14.jpg,1720,226.39,2,491,2,,,,,
Tue Aug 22 00:28:41 1995,/SDSC/Geninfo/Fun/Stills/UC.gif,1721,403.84,2,491,7,,,,,
Tue Aug 22 00:29:06 1995,,1746,,,,5,,,,,
Tue Aug 22 00:29:06 1995,,1746,,,,1,,,,,
Tue Aug 22 00:29:06 1995,,1746,,,,3,,,,,
Tue Aug 22 00:29:07 1995,/,1747,233.89,4,430,1,,,,,
Tue Aug 22 00:29:52 1995,/SDSC/Geninfo/Internet,1792,125.48,1,405,5,,,,,
Tue Aug 22 00:29:59 1995,/Parts_Collabs/S2K/s2k_home.html,1799,277.9,2,123,3,,,,,
Tue Aug 22 00:30:05 1995,/SDSC/Geninfo/Internet/museums,1805,31.89,4,329,3,,,,,
Tue Aug 22 00:30:48 1995,/wow/situr/cpla-pl3.html,1848,587.14,1,282,8,,,,,
Tue Aug 22 00:30:50 1995,/SDSC/Partners/Surfrider/air1.gif,1850,336.3,2,334,8,,,,,
Tue Aug 22 00:30:50 1995,/SDSC/Partners/Surfrider/hdsurf.gif,1850,464.69,1,288,4,,,,,
Tue Aug 22 00:30:53 1995,/wow/situr/cplza-fo.jpg,1853,113.99,1,492,4,,,,,
Tue Aug 22 00:30:56 1995,,1856,,,,4,,,,,
Tue Aug 22 00:30:56 1995,,1856,,,,5,,,,,
Tue Aug 22 00:30:56 1995,,1856,,,,2,,,,,
Tue Aug 22 00:31:01 1995,,1861,,,,5,,,,,
Tue Aug 22 00:31:01 1995,,1861,,,,5,,,,,
Tue Aug 22 00:31:01 1995,,1861,,,,1,,,,,
Tue Aug 22 00:31:09 1995,,1869,,,,6,,,,,
Tue Aug 22 00:31:09 1995,,1869,,,,7,,,,,
Tue Aug 22 00:31:09 1995,,1869,,,,5,,,,,
Tue Aug 22 00:31:12 1995,,1872,,,,7,,,,,
Tue Aug 22 00:31:12 1995,,1872,,,,5,,,,,
Tue Aug 22 00:31:12 1995,,1872,,,,3,,,,,
Tue Aug 22 00:31:20 1995,/SDSC/Partners/vrml/repos_software.html,1880,387.05,2,440,5,,,,,
Tue Aug 22 00:31:23 1995,,1883,,,,2,,,,,
Tue Aug 22 00:31:23 1995,,1883,,,,8,,,,,
Tue Aug 22 00:31:25 1995,/SDSC/Partners/vrml/Images/cube.gif,1885,70.32,2,151,5,,,,,
Tue Aug 22 00:31:25 1995,/SDSC/Partners/vrml/Images/cone.gif,1885,127.44,4,60,6,,,,,
Tue Aug 22 00:31:31 1995,,1891,,,,5,,,,,
Tue Aug 22 00:31:31 1995,,1891,,,,3,,,,,
Tue Aug 22 00:31:32 1995,/SDSC/Partners/vrml/software/browsers.html,1892,364.22,2,182,8,,,,,
Tue Aug 22 00:31:36 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,1896,409.49,1,191,3,,,,,
Tue Aug 22 00:31:57 1995,/wow/mexico/cancun/canmap.html,1917,134.37,1,98,5,,,,,
Tue Aug 22 00:32:02 1995,/surf/surfer_resources.html,1922,537.08,3,470,6,,,,,
Tue Aug 22 00:32:02 1995,/wow/situr/cpla-pl3.html,1922,587.14,1,282,1,,,,,
Tue Aug 22 00:32:03 1995,/surf/Images/img0012.gif,1923,245.04,1,69,4,,,,,
Tue Aug 22 00:32:07 1995,/wow/situr/orntile2.gif,1927,222.53,3,499,8,,,,,
Tue Aug 22 00:32:08 1995,/wow/situr/plza-pla.jpg,1928,547.46,4,376,2,,,,,
Tue Aug 22 00:32:24 1995,/surf/surfmail.html,1944,524.99,3,372,3,,,,,
Tue Aug 22 00:32:25 1995,/wow/situr/cpla-pl2.html,1945,468.1,3,424,3,,,,,
Tue Aug 22 00:32:26 1995,/vrml,1946,73.11,3,316,4,,,,,
Tue Aug 22 00:32:28 1995,/wow/situr/cplza-18.jpg,1948,366.5,4,159,4,,,,,
Tue Aug 22 00:32:28 1995,/wow/situr/cplza-17.jpg,1948,562.27,1,119,8,,,,,
Tue Aug 22 00:32:30 1995,/SDSC/Partners/vrml/Images/cone.gif,1950,127.44,4,60,6,,,,,
Tue Aug 22 00:32:31 1995,/SDSC/Partners/vrml/Images/cube.gif,1951,70.32,2,151,3,,,,,
Tue Aug 22 00:32:36 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,1956,534.53,3,323,1,,,,,
Tue Aug 22 00:32:37 1995,/surf/copyright.xbm,1957,202.57,3,308,1,,,,,
Tue Aug 22 00:32:53 1995,/SDSC/Partners/vrml/examples.html,1973,68.84,4,229,5,,,,,
Tue Aug 22 00:33:03 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,1983,409.49,1,191,6,,,,,
Tue Aug 22 00:33:20 1995,,2000,,,,2,,,,,
Tue Aug 22 00:33:20 1995,,2000,,,,4,,,,,
Tue Aug 22 00:33:34 1995,,2014,,,,5,,,,,
Tue Aug 22 00:33:35 1995,/surf/surfmail.cgi,2015,223.61,3,318,6,,,,,
Tue Aug 22 00:33:40 1995,,2020,,,,4,,,,,
Tue Aug 22 00:33:40 1995,,2020,,,,3,,,,,
Tue Aug 22 00:33:58 1995,,2038,,,,1,,,,,
Tue Aug 22 00:33:58 1995,,2038,,,,6,,,,,
Tue Aug 22 00:34:08 1995,/wow/situr/cpla-pl3.html,2048,587.14,1,282,4,,,,,
Tue Aug 22 00:34:11 1995,/wow/situr/plas-8.jpg,2051,114.32,4,231,5,,,,,
Tue Aug 22 00:34:12 1995,/SDSC/Geninfo/Internet/search.html,2052,555.3,1,262,4,,,,,
Tue Aug 22 00:34:19 1995,/wow/situr/cplz-pk.html,2059,133.77,3,221,4,,,,,
Tue Aug 22 00:34:22 1995,/wow/situr/cplz-bar.jpg,2062,132.13,1,133,6,,,,,
Tue Aug 22 00:34:23 1995,/wow/situr/orngtile.gif,2063,353,3,329,8,,,,,
Tue Aug 22 00:34:25 1995,/wow/situr/plas-tni.jpg,2065,191.95,4,201,4,,,,,
Tue Aug 22 00:34:32 1995,/images/logo.gif,2072,280.91,1,95,1,,,,,
Tue Aug 22 00:34:35 1995,/wow/situr/cpza-fsh.jpg,2075,336.87,2,457,8,,,,,
Tue Aug 22 00:34:40 1995,/vrml,2080,73.11,3,316,2,,,,,
Tue Aug 22 00:34:43 1995,/wow/situr/hnymoon.jpg,2083,417.59,3,173,5,,,,,
Tue Aug 22 00:34:51 1995,/vrml,2091,73.11,3,316,7,,,,,
Tue Aug 22 00:34:54 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,2094,450.42,1,380,2,,,,,
Tue Aug 22 00:34:56 1995,/SDSC/Partners/vrml/Images/cube.gif,2096,70.32,2,151,1,,,,,
Tue Aug 22 00:34:56 1995,/SDSC/Partners/vrml/Images/cone.gif,2096,127.44,4,60,3,,,,,
Tue Aug 22 00:34:58 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,2098,534.53,3,323,2,,,,,
Tue Aug 22 00:35:05 1995,/SDSC/Partners/vrml/doc.html,2105,521.4,3,304,7,,,,,
Tue Aug 22 00:35:08 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,2108,409.49,1,191,4,,,,,
Tue Aug 22 00:35:32 1995,/SDSC/Partners/vrml/software/util.html,2132,529.4,1,97,2,,,,,
Tue Aug 22 00:35:34 1995,/wow/situr/cpla-pl3.html,2134,587.14,1,282,6,,,,,
Tue Aug 22 00:35:36 1995,/wow/situr/plas-8.jpg,2136,114.32,4,231,3,,,,,
Tue Aug 22 00:35:47 1995,/vrml,2147,73.11,3,316,8,,,,,
Tue Aug 22 00:36:07 1995,/SDSC/Partners/vrml/Images/cone.gif,2167,127.44,4,60,2,,,,,
Tue Aug 22 00:36:07 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,2167,450.42,1,380,6,,,,,
Tue Aug 22 00:36:11 1995,/SDSC/Partners/vrml/Images/cube.gif,2171,70.32,2,151,1,,,,,
Tue Aug 22 00:36:13 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,2173,534.53,3,323,4,,,,,
Tue Aug 22 00:36:19 1995,/images/redbar.gif,2179,186.32,4,440,2,,,,,
Tue Aug 22 00:36:19 1995,/images/blackbar.gif,2179,4.71,4,406,8,,,,,
Tue Aug 22 00:36:29 1995,,2189,,,,1,,,,,
Tue Aug 22 00:36:29 1995,,2189,,,,1,,,,,
Tue Aug 22 00:36:44 1995,/SDSC/Partners/vrml/repos_software.html,2204,387.05,2,440,3,,,,,
Tue Aug 22 00:36:57 1995,/images/blackbar.gif,2217,4.71,4,406,8,,,,,
Tue Aug 22 00:37:08 1995,/SDSC/Partners/vrml/software/browsers.html,2228,364.22,2,182,1,,,,,
Tue Aug 22 00:37:09 1995,,2229,,,,1,,,,,
Tue Aug 22 00:37:09 1995,,2229,,,,3,,,,,
Tue Aug 22 00:37:13 1995,/surf/surfer_resources.html,2233,537.08,3,470,8,,,,,
Tue Aug 22 00:37:15 1995,/surf/Images/img0012.gif,2235,245.04,1,69,1,,,,,
Tue Aug 22 00:37:17 1995,/EnablingTech/Visualization/vrml/webview.html,2237,445.63,2,457,5,,,,,
Tue Aug 22 00:37:20 1995,/surf/Images/img0079.gif,2240,320.2,3,495,7,,,,,
Tue Aug 22 00:38:01 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,2281,409.49,1,191,5,,,,,
Tue Aug 22 00:38:45 1995,/SDSC/Partners/vrml/software/modelers.html,2325,4.75,2,261,5,,,,,
Tue Aug 22 00:39:01 1995,/vrml,2341,73.11,3,316,1,,,,,
Tue Aug 22 00:39:18 1995,/SDSC/Partners/vrml/repos_software.html,2358,387.05,2,440,1,,,,,
Tue Aug 22 00:39:19 1995,/SDSC/Partners/vrml/Images/cube.gif,2359,70.32,2,151,8,,,,,
Tue Aug 22 00:39:19 1995,/SDSC/Partners/vrml/Images/cone.gif,2359,127.44,4,60,1,,,,,
Tue Aug 22 00:39:20 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,2360,450.42,1,380,6,,,,,
Tue Aug 22 00:39:45 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,2385,534.53,3,323,7,,,,,
Tue Aug 22 00:39:59 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,2399,450.42,1,380,6,,,,,
Tue Aug 22 00:40:15 1995,/,2415,233.89,4,430,7,,,,,
Tue Aug 22 00:40:18 1995,/SDSC/Partners/vrml/software/util.html,2418,529.4,1,97,3,,,,,
Tue Aug 22 00:40:26 1995,/images/iotw.gif,2426,392.72,4,64,6,,,,,
Tue Aug 22 00:40:29 1995,/images/redbar.gif,2429,186.32,4,440,2,,,,,
Tue Aug 22 00:40:29 1995,/images/blackbar.gif,2429,4.71,4,406,5,,,,,
Tue Aug 22 00:40:59 1995,/SDSC/Partners/vrml/doc.html,2459,521.4,3,304,3,,,,,
Tue Aug 22 00:41:05 1995,/SDSC/Partners/vrml/Images/cube.gif,2465,70.32,2,151,5,,,,,
Tue Aug 22 00:41:06 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,2466,409.49,1,191,7,,,,,
Tue Aug 22 00:41:06 1995,/SDSC/Partners/vrml/Images/cone.gif,2466,127.44,4,60,4,,,,,
Tue Aug 22 00:41:36 1995,/SDSC/Partners/vrml/about.html,2496,335.77,1,87,7,,,,,
Tue Aug 22 00:41:38 1995,/SDSC/Partners/vrml/Images/red_dot.gif,2498,525.77,3,431,6,,,,,
Tue Aug 22 00:41:39 1995,/SDSC/Partners/vrml/Images/magenta_dot.gif,2499,519.36,4,210,1,,,,,
Tue Aug 22 00:41:39 1995,/SDSC/Partners/vrml/Images/yellow_dot.gif,2499,585.47,1,377,4,,,,,
Tue Aug 22 00:43:05 1995,/cgi-bin/imagemap.cgi,2585,509.15,3,465,4,,,,,
Tue Aug 22 00:43:12 1995,/research.html,2592,476.5,1,119,5,,,,,
Tue Aug 22 00:43:13 1995,,2593,,,,2,,,,,
Tue Aug 22 00:43:13 1995,,2593,,,,6,,,,,
Tue Aug 22 00:43:22 1995,/images/blackbar.gif,2602,4.71,4,406,2,,,,,
Tue Aug 22 00:43:27 1995,/SDSC/Partners/vrml/examples.html,2607,68.84,4,229,5,,,,,
Tue Aug 22 00:43:43 1995,/SDSC/Partners/vrml/repos_mailing.html,2623,141.16,1,439,5,,,,,
Tue Aug 22 00:43:55 1995,/SDSC/Geninfo/Internet/books,2635,58.36,2,398,1,,,,,
Tue Aug 22 00:44:35 1995,,2675,,,,6,,,,,
Tue Aug 22 00:44:35 1995,,2675,,,,8,,,,,
Tue Aug 22 00:45:11 1995,/CompSci/signal.html,2711,503.6,3,349,4,,,,,
Tue Aug 22 00:45:25 1995,/EnablingTech/Visualization/vrml/webview.html,2725,445.63,2,457,4,,,,,
Tue Aug 22 00:45:29 1995,/EnablingTech/Visualization/vrml/tools/webview/help/webview.gif,2729,400.6,2,314,6,,,,,
Tue Aug 22 00:45:44 1995,,2744,,,,3,,,,,
Tue Aug 22 00:45:44 1995,,2744,,,,1,,,,,
Tue Aug 22 00:45:47 1995,/SDSC/Partners/vrml/repos_software.html,2747,387.05,2,440,8,,,,,
Tue Aug 22 00:45:56 1995,/SDSC/Geninfo/Internet/books,2756,58.36,2,398,8,,,,,
Tue Aug 22 00:46:17 1995,/SDSC/Partners/vrml/Images/cube.gif,2777,70.32,2,151,1,,,,,
Tue Aug 22 00:46:26 1995,/images/iotw.gif,2786,392.72,4,64,8,,,,,
Tue Aug 22 00:46:36 1995,/SDSC/Geninfo/Internet/astronomy,2796,70.96,2,288,7,,,,,
Tue Aug 22 00:47:12 1995,/SDSC/Partners/vrml/Images/cone.gif,2832,127.44,4,60,2,,,,,
Tue Aug 22 00:47:14 1995,,2834,,,,1,,,,,
Tue Aug 22 00:47:14 1995,,2834,,,,4,,,,,
Tue Aug 22 00:47:27 1995,/surf/surfer_resources.html,2847,537.08,3,470,2,,,,,
Tue Aug 22 00:47:29 1995,/SDSC/Partners/vrml/examples.html,2849,68.84,4,229,1,,,,,
Tue Aug 22 00:47:35 1995,/SDSC/Partners/vrml/Images/cone.gif,2855,127.44,4,60,2,,,,,
Tue Aug 22 00:47:35 1995,/SDSC/Partners/vrml/Images/cube.gif,2855,70.32,2,151,2,,,,,
Tue Aug 22 00:47:35 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,2855,409.49,1,191,1,,,,,
Tue Aug 22 00:47:43 1995,/vrml,2863,73.11,3,316,5,,,,,
Tue Aug 22 00:47:45 1995,/SDSC/Partners/vrml/Images/cone.gif,2865,127.44,4,60,2,,,,,
Tue Aug 22 00:47:45 1995,/SDSC/Partners/vrml/Images/cube.gif,2865,70.32,2,151,6,,,,,
Tue Aug 22 00:47:45 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,2865,450.42,1,380,8,,,,,
Tue Aug 22 00:47:45 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,2865,534.53,3,323,8,,,,,
Tue Aug 22 00:47:50 1995,/SDSC/Partners/vrml/repos_software.html,2870,387.05,2,440,8,,,,,
Tue Aug 22 00:47:55 1995,/SDSC/Partners/vrml/software/browsers.html,2875,364.22,2,182,7,,,,,
Tue Aug 22 00:47:57 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,2877,409.49,1,191,2,,,,,
Tue Aug 22 00:48:22 1995,/SC95,2902,350.65,3,381,8,,,,,
Tue Aug 22 00:48:28 1995,/SC95/Images/logo.gif,2908,217.35,1,187,1,,,,,
Tue Aug 22 00:48:28 1995,/SC95/Images/yellow_button.gif,2908,19.37,2,285,3,,,,,
Tue Aug 22 00:48:28 1995,/SC95/Images/reddot_button.gif,2908,407.97,4,372,4,,,,,
Tue Aug 22 00:48:32 1995,/SC95/Images/redcheck_button.gif,2912,231.41,4,192,4,,,,,
Tue Aug 22 00:48:35 1995,/SC95/Images/stripe_button.gif,2915,296.5,2,408,4,,,,,
Tue Aug 22 00:48:40 1995,/vrml,2920,73.11,3,316,1,,,,,
Tue Aug 22 00:48:45 1995,/SDSC/Partners/vrml/Images/cone.gif,2925,127.44,4,60,1,,,,,
Tue Aug 22 00:48:45 1995,/SDSC/Partners/vrml/Images/cube.gif,2925,70.32,2,151,4,,,,,
Tue Aug 22 00:48:47 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,2927,450.42,1,380,3,,,,,
Tue Aug 22 00:48:50 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,2930,534.53,3,323,7,,,,,
Tue Aug 22 00:49:10 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,2950,450.42,1,380,1,,,,,
Tue Aug 22 00:49:11 1995,/SDSC/Partners/vrml/about.html,2951,335.77,1,87,5,,,,,
Tue Aug 22 00:49:15 1995,/SDSC/Partners/vrml/software/browsers.html,2955,364.22,2,182,4,,,,,
Tue Aug 22 00:49:16 1995,/SDSC/Partners/vrml/Images/magenta_dot.gif,2956,519.36,4,210,8,,,,,
Tue Aug 22 00:49:17 1995,/SDSC/Partners/vrml/examples.html,2957,68.84,4,229,2,,,,,
Tue Aug 22 00:49:20 1995,/SDSC/Partners/vrml/Images/yellow_dot.gif,2960,585.47,1,377,7,,,,,
Tue Aug 22 00:50:39 1995,/vrml,3039,73.11,3,316,7,,,,,
Tue Aug 22 00:50:41 1995,/SDSC/Partners/vrml/Images/cone.gif,3041,127.44,4,60,3,,,,,
Tue Aug 22 00:50:41 1995,/SDSC/Partners/vrml/Images/cube.gif,3041,70.32,2,151,8,,,,,
Tue Aug 22 00:50:41 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,3041,450.42,1,380,4,,,,,
Tue Aug 22 00:50:43 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,3043,534.53,3,323,3,,,,,
Tue Aug 22 00:50:48 1995,/SDSC/Partners/vrml/examples.html,3048,68.84,4,229,8,,,,,
Tue Aug 22 00:50:52 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,3052,409.49,1,191,8,,,,,
Tue Aug 22 00:50:52 1995,/SDSC/Partners/vrml/examples.html,3052,68.84,4,229,8,,,,,
Tue Aug 22 00:51:02 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,3062,409.49,1,191,3,,,,,
Tue Aug 22 00:51:36 1995,/SDSC/Partners/vrml/software/browsers.html,3096,364.22,2,182,5,,,,,
Tue Aug 22 00:52:05 1995,/surf/surfer_resources.html,3125,537.08,3,470,7,,,,,
Tue Aug 22 00:52:12 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,3132,409.49,1,191,7,,,,,
Tue Aug 22 00:53:02 1995,/vrml,3182,73.11,3,316,1,,,,,
Tue Aug 22 00:53:05 1995,/SDSC/Partners/vrml/Images/cube.gif,3185,70.32,2,151,5,,,,,
Tue Aug 22 00:53:05 1995,/SDSC/Partners/vrml/Images/cone.gif,3185,127.44,4,60,3,,,,,
Tue Aug 22 00:53:05 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,3185,450.42,1,380,4,,,,,
Tue Aug 22 00:53:05 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,3185,534.53,3,323,8,,,,,
Tue Aug 22 00:53:11 1995,/SDSCHome.html,3191,34.04,3,120,3,,,,,
Tue Aug 22 00:53:20 1995,/SDSC/Partners/vrml/repos_software.html,3200,387.05,2,440,6,,,,,
Tue Aug 22 00:53:21 1995,/SDSC/Partners/vrml/Images/cone.gif,3201,127.44,4,60,5,,,,,
Tue Aug 22 00:53:24 1995,/SDSC/Partners/vrml/examples.html,3204,68.84,4,229,1,,,,,
Tue Aug 22 00:53:28 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,3208,409.49,1,191,3,,,,,
Tue Aug 22 00:53:33 1995,/SDSC/Partners/vrml/examples.html,3213,68.84,4,229,2,,,,,
Tue Aug 22 00:53:44 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,3224,409.49,1,191,5,,,,,
Tue Aug 22 00:53:44 1995,/SDSC/Partners/vrml/Images/cube.gif,3224,70.32,2,151,7,,,,,
Tue Aug 22 00:53:44 1995,/SDSC/Partners/vrml/Images/cone.gif,3224,127.44,4,60,4,,,,,
Tue Aug 22 00:54:05 1995,/SDSC/Partners/vrml/Images/cube.gif,3245,70.32,2,151,5,,,,,
Tue Aug 22 00:54:11 1995,/SDSC/Partners/vrml/software/browsers.html,3251,364.22,2,182,8,,,,,
Tue Aug 22 00:54:13 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,3253,409.49,1,191,6,,,,,
Tue Aug 22 00:55:12 1995,/vrml,3312,73.11,3,316,8,,,,,
Tue Aug 22 00:55:16 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,3316,450.42,1,380,6,,,,,
Tue Aug 22 00:55:16 1995,/SDSC/Partners/vrml/Images/cone.gif,3316,127.44,4,60,8,,,,,
Tue Aug 22 00:55:16 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,3316,534.53,3,323,6,,,,,
Tue Aug 22 00:55:18 1995,/SDSC/Partners/vrml/Images/cube.gif,3318,70.32,2,151,6,,,,,
Tue Aug 22 00:55:25 1995,/vrml,3325,73.11,3,316,4,,,,,
Tue Aug 22 00:55:29 1995,/SDSC/Partners/vrml/Images/cone.gif,3329,127.44,4,60,6,,,,,
Tue Aug 22 00:55:29 1995,/SDSC/Partners/vrml/Images/cube.gif,3329,70.32,2,151,1,,,,,
Tue Aug 22 00:55:29 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,3329,450.42,1,380,2,,,,,
Tue Aug 22 00:55:50 1995,/SDSC/Partners/vrml/repos_software.html,3350,387.05,2,440,4,,,,,
Tue Aug 22 00:55:57 1995,/SDSC/Partners/vrml/software/browsers.html,3357,364.22,2,182,8,,,,,
Tue Aug 22 00:55:57 1995,/surf/surfer_resources.html,3357,537.08,3,470,2,,,,,
Tue Aug 22 00:55:59 1995,/surf/Images/img0012.gif,3359,245.04,1,69,8,,,,,
Tue Aug 22 00:55:59 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,3359,409.49,1,191,3,,,,,
Tue Aug 22 00:56:01 1995,/surf/Images/img0079.gif,3361,320.2,3,495,2,,,,,
Tue Aug 22 00:56:16 1995,,3376,,,,5,,,,,
Tue Aug 22 00:56:16 1995,,3376,,,,8,,,,,
Tue Aug 22 00:57:25 1995,/vrml,3445,73.11,3,316,8,,,,,
Tue Aug 22 00:57:36 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,3456,534.53,3,323,6,,,,,
Tue Aug 22 00:57:44 1995,/surfrider.html,3464,61.8,4,75,4,,,,,
Tue Aug 22 00:57:46 1995,,3466,,,,3,,,,,
Tue Aug 22 00:57:46 1995,,3466,,,,4,,,,,
Tue Aug 22 00:57:46 1995,,3466,,,,1,,,,,
Tue Aug 22 00:57:48 1995,/SDSC/Partners/Surfrider/air1.gif,3468,336.3,2,334,6,,,,,
Tue Aug 22 00:57:48 1995,/SDSC/Partners/Surfrider/hdsurf.gif,3468,464.69,1,288,1,,,,,
Tue Aug 22 00:57:48 1995,/SDSC/Partners/vrml/doc.html,3468,521.4,3,304,6,,,,,
Tue Aug 22 00:57:50 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,3470,409.49,1,191,6,,,,,
Tue Aug 22 00:57:59 1995,/SDSC/Geninfo/Internet,3479,125.48,1,405,7,,,,,
Tue Aug 22 00:58:02 1995,/images/logo.gif,3482,280.91,1,95,8,,,,,
Tue Aug 22 00:58:03 1995,/images/blackbar.gif,3483,4.71,4,406,8,,,,,
Tue Aug 22 00:58:22 1995,/SDSC/Partners/Surfrider/culture/main.htm,3502,521.83,3,487,6,,,,,
Tue Aug 22 00:58:25 1995,/SDSC/Partners/Surfrider/culture/srflogo4.gif,3505,374.4,2,338,7,,,,,
Tue Aug 22 00:58:25 1995,/,3505,233.89,4,430,1,,,,,
Tue Aug 22 00:58:31 1995,/SDSC/Partners/Surfrider/culture/gallery/main.htm,3511,597.78,3,255,2,,,,,
